Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
60 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kilimani @60.000.000Ksh,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,Nairobi,/,4.0,1.0,,,,Yes,Yes
160 000 000 Ksh,"Kibra, house for sale @160.000.000 Ksh",35/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Ksh,27M Ngongroad,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Ksh,"www.nairobiland.com,Kasarani @40 millions",20/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi-Kilimani @60 millions,25/35m,4.0,3.0,,,,Yes,
60 000 000 Ksh,Kahawa,/,4.0,3.0,Yes,,,Yes,Yes
120 000 000 Ksh,Nairobi Kileleshwa,/,5.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Kahawa @55.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
350 000 000 Ksh,Dagoretti house for sale@350 millions,35x35 ,,1.0,Yes,,,Yes,Yes
9 000 000 Ksh,"Nairobi-Kilimani,festus",300sqm,,,,,,,
60 000 000 Ksh,60M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Ksh,90M BIBARE-Kilimani,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
140 000 000 Ksh,140M Karen,30MX30M,5.0,4.0,,,,Yes,Yes
80 000 000 Ksh,Karen:property24.com,25mx30m,4.0,3.0,,,,,
41 000 000 Ksh,41M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
53 000 000 Ksh,Umoja@festus,/,4.0,3.0,,,,,
55 000 000 Ksh,55M Kilimani,/,4.0,3.0,,Yes,,,
90 000 000 Ksh,Kilimani,1500pav,,,,,,Yes,Yes
70 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,"Nairobi, Kilimani",/,4.0,3.0,,Yes,,Yes,
60 000 000 Ksh,Komarock@60 millions,/,4.0,3.0,,,,,
30 000 000 Ksh,www.Nairobidealer.com,600Sqm,4.0,2.0,,,Yes,,Yes
37 000 000 Ksh,37m Dagoretti,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
13 500 000 Ksh,Nairobi Dagoretti madaraka,20/35m,,,,,,,Yes
180 000 000 Ksh,"Nairobi, Karen",,,1.0,,Yes,Yes,Yes,Yes
35 000 000 Ksh,Nairobi,800sqm,4.0,1.0,,,,,
80 000 000 Ksh,"Nairobi, Ruai",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,www.nairobiland.com/ Karen@ 130 millions,20/25m,5.0,4.0,,,,Yes,Yes
60 000 000 Ksh,60M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Ksh,Umoja-Urwego near Upperhill,1200 sq,6.0,4.0,,,,Yes,Yes
43 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@43millions,20/30m,4.0,3.0,,,,Yes,Yes
250 000 000 Ksh,Nairobi-Karen-festus,20m/30m,5.0,4.0,,,,Yes,Yes
100 000 000 Ksh,Karen ,25/30P,4.0,3.0,,,,Yes,
200 000 000 Ksh,200M Jogooroad,20mx30m,8,6.0,,,,,
8 000 000 Ksh,Nairobi ,22/20C,3.0,1.0,,,,,
18 000 000 Ksh,Pangani,30/24,4.0,1.0,,,,,
55 000 000 Ksh,55M Kahawa,30mx30m,,2.0,,,,,Yes
160 000 000 Ksh,Karen,/,4.0,4.0,,,Yes,Yes,Yes
110 000 000 Ksh,110M Karen,/,4.0,3.0,,Yes,,,
65 000 000 Ksh,Kilimani house for sale@65 millions,25/20m,,1.0,,,,Yes,Yes
65 000 000 Ksh,Mathare,25mx30m,4.0,3.0,,,,,Yes
55 000 000 Ksh,Kahawa @55.000.000 Ksh,20/25m,4.0,3.0,,,,Yes,Yes
57 000 000 Ksh,Karen 57M,20/25P,5.0,4.0,,,,,
53 000 000 Ksh,kivu manu dael,/,4.0,3.0,,,,,
125 000 000 Ksh,125millions Kilimani,/,5.0,4.0,,,,Yes,Yes
33 000 000 Ksh,33M Komarock,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
250 000 000 Ksh,Nairobi,25mx30m,5.0,4.0,,,,Yes,
130 000 000 Ksh,www.Nairobidealer.com,/,4.0,3.0,,Yes,,Yes,
35 000 000 Ksh,Nairobi Kibra,750sqm,,,,,,,
35 000 000 Ksh,35m Kahawa,25M/30M,4.0,3.0,,,,Yes,
95 000 000 Ksh,Nairobi-Kasarani-Gigiri,30mx30m,4.0,3.0,,,,,Yes
150 000 000 Ksh,Kilimani @150.000.000 Ksh,28/30m,4.0,4.0,,,,Yes,Yes
100 000 000 Ksh,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Ksh,40M Mathare,20mx30m,4.0,3.0,,,,,Yes
80 000 000 Ksh,"Kahawa house for sale@80,000,000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,"Kasarani, house for sale @120.000.000 Ksh",35/40m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,Karen @120.000.000 Ksh,25/30m,4.0,4.0,,,,Yes,Yes
90 000 000 Ksh,90M Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Ksh,"Karen, @55.000.000 Ksh",25/30m,5.0,3.0,,,,Yes,Yes
38 000 000 Ksh,38M Kahawa,/,4.0,3.0,,Yes,,,
450 000 000 Ksh,Westlands,30x35 ,6.0,5.0,Yes,,,Yes,Yes
30 000 000 Ksh,30m Ngongroad,/,4.0,3.0,,Yes,,,
53 000 000 Ksh,53M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
Negotiable,Nairobi,20m/30m,4.0,3.0,,,,,
120 000 000 Ksh,Nairobi 120M,30/20p,4.0,3.0,,Yes,,Yes,Yes
100 000 000 Ksh,www.nairobiland.com/ Karen@ 100 millions,25/35m,4.0,1.0,,,,Yes,Yes
55 000 000 Ksh,"www.nairobiland.com,Kahawa @55 millions",25/20m,,1.0,,,,Yes,Yes
80 000 000 Ksh,80m Karen,20mx30m,4.0,3.0,,,,,
45 000 000 Ksh,Nairobi-Kasarani-festus,20x22m,4.0,3.0,,,,,
60 000 000 Ksh,Nairobi Kileleshwa,/,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi-Kahawa-festus,20x35m,5.0,3.0,,,,,
20 000 000 Ksh,20M Dagoretti,,4.0,1.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,"Karen, @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Ksh,"nairobiland.com, Karen@80 millions",28/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,50M Kahawa near main road  house for sale,20mx30m,4.0,3.0,,,,Yes,Yes
95 000 000 Ksh,Kibra,/,4.0,3.0,,,,Yes,
35 000 000 Ksh,Nairobi Kasarani,20/30m,,1.0,,,,,Yes
70 000 000 Ksh,70M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,50m Kahawa,20mx30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Nairobi Kahawa,,4.0,3.0,,Yes,Yes,Yes,Yes
45 000 000 Ksh,45M Kahawa,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,45M Kilimani,25mx30m,3.0,2.0,,,,,Yes
85 000 000 Ksh,85M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,50M Kilimani,20mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,www.nairobilandhouse.com isselling a house at Mathare@55millions,25/35m,4.0,1.0,,,,Yes,Yes
35 000 000 Ksh,Imaradaima 0788303111,/,4.0,2.0,,,,,
60 000 000 Ksh,"Ngara,property24.com",30m30m,4.0,2.0,,,,,
70 000 000 Ksh,70M Ngara,20mx30m,4.0,3.0,,,,Yes,Yes
9 000 000 Ksh,Nairobi,18m/20m,,,,,,,
22 000 000 Ksh,22M Pangani,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,45M Kahawa,20mx30m,4.0,3.0,,,,,
26 000 000 Ksh,Nairobi-Komarock@festus,15m/20m,,,,,,,
65 000 000 Ksh,Nairobi Karen,25/30m,5.0,3.0,,,,Yes,Yes
24 000 000 Ksh,24M Pangani,30mx30m,4.0,3.0,,,,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
31 000 000 Ksh,Pangani ,,4.0,3.0,,,Yes,,Yes
65 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
300 000 000 Ksh,Nairobi Kibra,25/25m,4.0,5.0,,,,Yes,Yes
55 000 000 Ksh,55M Komarock,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,Ruai85mly,30/25 ,5.0,4.0,,,,Yes,Yes
45 000 000 Ksh,45M Komarock,25mx30m,4.0,3.0,,,,,
180 000 000 Ksh,180M Karen,/,4.0,3.0,,,,Yes,
45 000 000 Ksh,www.nairobilandhouse.com i selling a house at Kahawa@45.000.000Ksh,20/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25M Ngongroad,/,4.0,3.0,,Yes,,,
100 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,,Yes,Yes,
80 000 000 Ksh,Nairobi 80M,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,Kasarani,/,,1.0,,,,Yes,Yes
27 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Nairobi--Karen,25mx30m,4.0,3.0,,,,,
15 000 000 Ksh,Nairobi Kahawa,30/20m,,,,,,,
160 000 000 Ksh,Nairobi,20mx30m,4.0,4.0,,,,Yes,
55 000 000 Ksh,"Karen, @55.000.000 Ksh",25/30m,5.0,3.0,,,,Yes,Yes
250 000 000 Ksh,Nairobi Kibra,25/30m,5.0,4.0,,,,Yes,Yes
55 000 000 Ksh,"www.nairobiland.com,Jogooroad @55 millions",25/30m,,1.0,,,,Yes,Yes
65 000 000 Ksh,Kahawa house for sale@65 millions,20/25m,,1.0,,,,Yes,Yes
100 000 000 Ksh,Kasarani house for sale@100 millions,35/30m,,1.0,,,,Yes,Yes
95 000 000 Ksh,95M Karen,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
100 000 000 Ksh,100M Karen,/,4.0,3.0,,Yes,,,
38 000 000 Ksh,"www.nairobiland.com,Kasarani @38 millions",25/25m,,1.0,,,,Yes,Yes
85 000 000 Ksh,85m Ruai,20m/30m,5.0,3.0,,,,Yes,Yes
58 000 000 Ksh,Uthiru 58millions,25mx30m,4.0,3.0,,,,Yes,
70 000 000 Ksh,Kahawa @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,90m Karen,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
25 000 000 Ksh,Githurai45,/,4.0,1.0,,,,Yes,Yes
45 000 000 Ksh,45M Komarock,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,150m Karen,/,4.0,3.0,,,,Yes,
27 000 000 Ksh,Kasarani@festus,20m/30m,,,,,,,
55 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,60M Kasarani ,30mx25m,4.0,2.0,,,,,Yes
25 000 000 Ksh,Nairobi-Kilimani,/,,,,,,,
65 000 000 Ksh,"Nairobi, Kilimani",/,4.0,3.0,,Yes,,Yes,
130 000 000 Ksh,"Nairobi,Ngara",/,5.0,3.0,,Yes,,,
260 000 000 Ksh,"Nairobi, Westlands",/,4.0,1.0,,Yes,,,
8 500 000 Ksh,Pangani,20/,,,,,,,
150 000 000 Ksh,Nairobi,/,4.0,4.0,,,,Yes,Yes
30 000 000 Ksh,30m Umoja,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
130 000 000 Ksh,Ngara caise hypotecaire 130million,/,5.0,3.0,,,,,
65 000 000 Ksh,Nairobi 65M,/,5.0,3.0,,Yes,,,
50 000 000 Ksh,50m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kinoo@45millions,25/30m,,1.0,,,,Yes,Yes
25 000 000 Ksh,25m Ruaraka,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Ksh,www.nairobiland.com/ Kahawa@ 40 millions,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Ksh,Nairobi-Karen-festus,20x25m,5.0,4.0,,,,,Yes
65 000 000 Ksh,"Umoja HOUSE FOR SALE @65,000,000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Komarock@55 millions,/,4.0,3.0,,,,,
350 000 Ksh,"Nairobi, Kahawa",/,4.0,3.0,,Yes,,,
55 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
58 000 000 Ksh,Kahawa house @58.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi,800sqm,4.0,1.0,,,,,
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25m Karen,25mx20m,4.0,1.0,Yes,Yes,Yes,,Yes
65 000 000 Ksh,"www.nairobiland.com, Kilimani@65 millions",25/35m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Kinoo,/,4.0,3.0,,Yes,,,
165 000 000 Ksh,Kasarani ON THE PAVED STREETS,700 sq,5.0,4.0,,,,Yes,
100 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,,Yes,Yes,
80 000 000 Ksh,Nairobi Gisimenti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Kilimani,/,4.0,,,,,,
150 000 000 Ksh,Karen house for sale@150.000.000 Ksh,25/30m,5.0,5.0,,,,Yes,Yes
40 000 000 Ksh,Kahawa @40.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi-Kahawa house for sale@60 millions:www.nairobiland.com,25/30m,4.0,3.0,,,,Yes,Yes
22 000 000 Ksh,Muyumbu,/,4.0,1.0,,,,,Yes
68 000 000 Ksh,Nairobidealer.com,30/20 ,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,Nairobi,25mx30m,5.0,4.0,,,,Yes,
50 000 000 Ksh,"Nairobi, Kilimani",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Ksh,Karen,/,4.0,,,,,,
38 000 000 Ksh,38M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
13 000 000 Ksh,Kahawa 13M,25mx30m,3.0,,,,,,Yes
43 000 000 Ksh,43m Kahawa,20mx30m,4.0,3.0,,,,,
100 000 000 Ksh,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,"www.nairobilandhouse.com,Dagoretti@150 millions.",25/30â,5.0,4.0,,,,Yes,Yes
300 000 000 Ksh,"www.nairobilandhouse.com,Kibra@300 millions",30/25â,4.0,5.0,,,,Yes,Yes
110 000 000 Ksh,110M Kabete,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Ksh,Ngongroad house for sale@ 35.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70M Jogooroad,30mx30m,4.0,2.0,,,,,Yes
140 000 000 Ksh,"Nairobi, Kilimani",,4.0,4.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,www.nairobilandhouse.com/ Kahawa @50 millions,25/25m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,"Nairobi, Uthiru",/,4.0,3.0,,Yes,,,
30 000 000 Ksh,Nairobi,/,,,,,,,
75 000 000 Ksh,Nairobi Kasarani,/,4.0,3.0,,,,Yes,Yes
170 000 000 Ksh,Nairobi-Karen-festus,20x25m,5.0,4.0,,,,,Yes
170 000 000 Ksh,Nairobi,,5.0,5.0,Yes,,Yes,,
55 000 000 Ksh,50m Kilimani,,3.0,2.0,Yes,Yes,Yes,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
45 000 000 Ksh,"www.nairobiland.com,Kahawa @45 millions",25/20m,,1.0,,,,Yes,Yes
65 000 000 Ksh,"Karen, @65.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
38 000 000 Ksh,38M Kahawa,20m/30m,4.0,3.0,,,,Yes,Yes
10 000 000 Ksh,10M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30M Komarock,20mx30m,4.0,1.0,,,,,
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,Komarock@60 millions,25/20P,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,Nairobi Kibra,30/25 ,4.0,4.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi-Ngongroad,20m/30m,4.0,2.0,,,,,Yes
110 000 000 Ksh,110M Karen,/,4.0,3.0,,Yes,,,
130 000 000 Ksh,Karen:property24.com,20mx30m,5.0,3.0,,,,,
45 000 000 Ksh,45M Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
28 000 000 Ksh,28m Kahawa,,3.0,2.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,35m Kahawa,20m/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,"www.nairobiland.com,Kahawa @40 millions",20/25m,,1.0,,,,Yes,Yes
28 500 000 Ksh,Ruaka,945PRI,5.0,3.0,,,,,
130 000 000 Ksh,"Nairobi, Ngara",,4.0,3.0,Yes,Yes,Yes,Yes,
12 000 000 Ksh,12M Kahawa,25mx35m,,,,,,,Yes
60 000 000 Ksh,60M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
7 000 000 Ksh,Nairobi,/,,,,,,,
55 000 000 Ksh,Kahawa Nairobi,/,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,Kinoo,/,3.0,1.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,,Yes,Yes,
65 000 000 Ksh,Nairobi--Karen,25mx30m,4.0,3.0,,,,Yes,Yes
115 000 000 Ksh,"Nairobi,Ruai",/,4.0,3.0,,Yes,,Yes,
35 000 000 Ksh,35M Kibra,20mx30m,4.0,2.0,,,,,
140 000 000 Ksh,"Kilimani house for sale 4.0.0 bedrooms,price:140.000.000 Ksh",25/30m,4.0,4.0,,,,Yes,Yes
55 000 000 Ksh,"Kasarani, Nairobi",,4.0,3.0,,,Yes,Yes,
150 000 000 Ksh,150M Langata,/,4.0,3.0,,Yes,,,
80 000 000 Ksh,"Nairobi, Kahawa",,,3.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,Kahawa 70M,30MX30M,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,100M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
13 500 000 Ksh,Nairobi Dagoretti madaraka,20/35m,,,,,,,Yes
52 000 000 Ksh,www.nairobilandhouse.com i selling a house at kianombe@52.000.000Ksh,25/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Ksh,Ngara 150M,1000sqm,4.0,1.0,,Yes,Yes,,
130 000 000 Ksh,www.nairobiland.com/ Karen@ 130 millions,20/25m,5.0,4.0,,,,Yes,Yes
90 000 000 Ksh,Nairobi Ruai,600Sqm,4.0,3.0,,,Yes,,Yes
25 000 000 Ksh,Nairobi-Kasarani-festus,20x15m,,,,,,,
140 000 000 Ksh,Umoja-near Upperhill,1444 sq,5.0,4.0,,,,Yes,Yes
65 000 000 Ksh,Kilimani @65.000.000 Ksh,25/30L,4.0,3.0,,,,Yes,Yes
28 000 000 Ksh,Kamonyi,/,4.0,1.0,,,,Yes,Yes
30 000 000 Ksh,"Ngongroad, Kenya",,3.0,2.0,,,Yes,,
110 000 000 Ksh,110M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
19 000 000 Ksh,19M Dagoretti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,Kibra,25mx30m,4.0,3.0,,,,,
45 000 000 Ksh,Nairobi Kinoo,/,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,"Nairobi, Kasarani",/,4.0,3.0,,Yes,,,
30 000 000 Ksh,www.nairobiland.com Umoja @35.000.000 Ksh,25/30m,3.0,2.0,,,,Yes,Yes
34 000 000 Ksh,34M Komarock,/,4.0,3.0,,Yes,,,
140 000 000 Ksh,"Karen house for sale, 140 millions",30/25P,5.0,4.0,,,,Yes,Yes
41 000 000 Ksh,41M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
8 000 000 Ksh,8m Kahawa,/,4.0,3.0,,Yes,,,
100 000 000 Ksh,100M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Ksh,Nairobi,/,4.0,2.0,,,,Yes,
48 000 000 Ksh,48m Kahawa,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,www.nairobilandhouse.com is selling a house at Ngongroad@45.000.000Ksh,25/30m,,1.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi,20MX30M,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Kasarani house for sale@65 millions,30/20P,4.0,2.0,Yes,,,Yes,Yes
300 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kibra@300millions,30/30m,5.0,5.0,,,,Yes,Yes
38 000 000 Ksh,38M Kilimani,20mx30m,4.0,3.0,,,,,
90 000 000 Ksh,"Kasarani, house for sale @95.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,www.nairobiland.com/ Kilimani@70 millions,25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,120M Kibra,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Ksh,85M Karen,20mx30m,4.0,3.0,,,,,
25 000 000 Ksh,25M Komarock,/,4.0,3.0,,Yes,,,
47 000 000 Ksh,47M Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
52 000 000 Ksh,52M Kilimani,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,"Nairobi,Dagoretti",/,4.0,3.0,,Yes,,,
10 000 000 Ksh,10M Ngongroad,25mx20m,4.0,1.0,Yes,Yes,Yes,Yes,Yes
180 000 000 Ksh,180M Mathare,20mx30m,4.0,3.0,,,,,
48 000 000 Ksh,Nairobi-Kasarani-Uthiru,20mx30m,4.0,3.0,,,,Yes,
52 000 000 Ksh,"Nairobi, Kahawa",/,4.0,3.0,,Yes,,,
50 000 000 Ksh,www.nairobiland.com/ Kasarani@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,www.nairobiland.com:Nairobi-Ruai@65 millions,30/40m,5.0,2.0,,,,Yes,Yes
35 000 000 Ksh,Ngongroad 35millions,15mx20m,4.0,2.0,,,,Yes,Yes
45 000 000 Ksh,45MKasarani ,20mx16m,4.0,2.0,,,,,
$ 18 000 000,Nairobi-Downtown,500Sqm,,,,,,Yes,
55 000 000 Ksh,"Nairobi,Komarock",/,4.0,3.0,,Yes,,Yes,
42 000 000 Ksh,42M Dagoretti,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Ksh,30m Ngongroad,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,Kilimani,/,7,4.0,,,,Yes,
70 000 000 Ksh,Uthiru 70M,600sqm,4.0,3.0,,,,,
30 000 000 Ksh,Dagoretti,/,,,,,,,
130 000 000 Ksh,Kilimani @130.000.000 Ksh,30/30m,6.0,5.0,,,,Yes,Yes
25 000 000 Ksh,Komarock 25millions,30/40m,4.0,3.0,,,,Yes,Yes
250 000 000 Ksh,250M Kibra,/,4.0,3.0,,Yes,,,
150 000 000 Ksh,Kariobangi@150.000.000 Ksh,25/35m,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,"Karen, @100.000.000 Ksh",25/30m,4.0,4.0,,,,Yes,Yes
80 000 000 Ksh,"Kilimani house for sale 7 bedrooms,price:80.000.000 Ksh",25/30m,7,6.0,,,,Yes,Yes
160 000 000 Ksh,"www.nairobiland.com,Kasarani @160 millions",25/30m,,1.0,,,,Yes,Yes
10 000 000 Ksh,10M Kahawa,20m/30m,4.0,0,,,,Yes,Yes
85 000 000 Ksh,"Nairobi,Kilimani",,4.0,3.0,,,Yes,Yes,
25 000 000 Ksh,bugesera 25m,13003Bed,13003,2.0,,,,,
53 000 000 Ksh,Kahawa @53.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
160 000 000 Ksh,Westlands@160 millions,20x30 ,4.0,4.0,Yes,,,,Yes
8 500 000 Ksh,Pangani,20/,,,,,,,
130 000 000 Ksh,Karen:property24.com,30mx30m,5.0,4.0,,,,,
100 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kasarani @110millinss,30x30m,4.0,3.0,,,,Yes,Yes
Negotiable,Nairobi,20/30>,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,Umoja-near Upperhill,1310 sqm,4.0,2.0,,Yes,,Yes,
90 000 000 Ksh,"Karen, @90.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
10 000 000 Ksh,Karen,15mx20m,,,,,,,
100 000 000 Ksh,Nairobi Karen,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,65M Karen,20mx30m,4.0,3.0,,,,,
150 000 000 Ksh,150M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,"Nairobi, Komarock",,4.0,3.0,Yes,Yes,Yes,Yes,
22 000 000 Ksh,www.Nairobidealer.com,20/15 ,4.0,3.0,,,,,
65 000 000 Ksh,65M Karen,30mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
75 000 000 Ksh,"Kasarani, Nairobi",,4.0,3.0,,,Yes,Yes,
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobidealer.com,25/30 ,,,,,,,
55 000 000 Ksh,Nairobi 55M,/,3.0,3.0,,Yes,,,
52 000 000 Ksh,Komarock NEAR MODERN MARKET,1080 SQ,3.0,2.0,,,,Yes,
45 000 000 Ksh,Kahawa @45.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25M Dagoretti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,Nairobi Kibra,30/25 ,4.0,4.0,,,,Yes,Yes
300 000 000 Ksh,Nairobi Kibra,25/25m,4.0,5.0,,,,Yes,Yes
52 000 000 Ksh,Nairobi,30MX20M,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa,/,4.0,3.0,,,,Yes,
43 000 000 Ksh,43M Kinoo,30mx20m,4.0,3.0,,,,Yes,
55 000 000 Ksh,Nairobi-Kahawa-festus,/,4.0,3.0,,,,,Yes
120 000 000 Ksh,Nairobi ,22/25C,5.0,3.0,,,,Yes,
53 000 000 Ksh,53M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
